date,current_level,mean_3d,mean_7d,mean_14d,max_7d,min_7d,std_7d,trend_3d,trend_7d,rain_current,rain_3d,rain_7d,rain_14d,rain_mean_7d,rain_max_7d,rain_anomaly,rain_1month,rain_3month,rainfall_percentile,level_rain_interaction,climate_available,climate_precip_current,climate_precip_3d,climate_precip_7d,climate_precip_14d,temp_max_c,temp_min_c,temp_mean_c,temp_range_c,month_sin,month_cos,day_sin,day_cos,target_level,target_risk,lag_14d,lag_13d,lag_12d,lag_11d,lag_10d,lag_9d,lag_8d,lag_7d,lag_6d,lag_5d,lag_4d,lag_3d,lag_2d,lag_1d
2015-01-16,0.7291666666666665,0.7287500000000001,0.7935119047619047,0.9746428571428573,0.9041666666666665,0.7145833333333331,0.07001412029595407,-0.007083333333333552,-0.17499999999999993,0.20638299999999998,0.619149,2.4531915999999994,6.2510639999999995,0.35045594285714277,0.5425532,-24.08085,187.40425,865.06384,22.680695,1.7887855416666658,0.0,11.300002,33.900006,79.10001399999999,158.20002800000003,27.9895,23.0395,25.514499999999998,4.949999999999999,0.49999999999999994,0.8660254037844387,0.27123391067291003,0.9625134626077081,0.7150000000000003,0,1.3966666666666667,1.2708333333333333,1.2183333333333333,1.145,1.0745833333333328,1.01125,0.9737500000000002,0.9041666666666665,0.8800000000000003,0.82125,0.7629166666666666,0.7362500000000001,0.7145833333333331,0.7354166666666669
2015-01-17,0.7150000000000003,0.7263888888888889,0.7685119047619047,0.9269642857142857,0.8800000000000003,0.7145833333333331,0.05585014722969174,0.0004166666666671759,-0.16500000000000004,0.20638299999999998,0.619149,2.1170213999999996,5.914893799999999,0.3024316285714285,0.5425532,-24.08085,187.40425,865.06384,22.680695,1.5136703010000003,0.0,11.300002,33.900006,79.10001399999999,158.20002800000003,27.9895,23.0395,25.514499999999998,4.949999999999999,0.49999999999999994,0.8660254037844387,0.287716767226167,0.9577155432887803,0.7020833333333331,0,1.2708333333333333,1.2183333333333333,1.145,1.0745833333333328,1.01125,0.9737500000000002,0.9041666666666665,0.8800000000000003,0.82125,0.7629166666666666,0.7362500000000001,0.7145833333333331,0.7354166666666669,0.7291666666666665
2015-01-18,0.7020833333333331,0.726527777777778,0.7449404761904762,0.8872619047619048,0.82125,0.7145833333333331,0.03459833909347687,-0.03333333333333388,-0.11916666666666698,0.20638299999999998,0.619149,1.7808511999999999,5.578723599999998,0.2544073142857143,0.5425532,-24.08085,187.40425,865.06384,22.680695,1.2503059466666662,0.0,11.300002,33.900006,79.10001399999999,158.20002800000003,27.9895,23.0395,25.514499999999998,4.949999999999999,0.49999999999999994,0.8660254037844387,0.30411483232751785,0.9526353808033826,0.6675,0,1.2183333333333333,1.145,1.0745833333333328,1.01125,0.9737500000000002,0.9041666666666665,0.8800000000000003,0.82125,0.7629166666666666,0.7362500000000001,0.7145833333333331,0.7354166666666669,0.7291666666666665,0.7150000000000003
2015-01-19,0.6675,0.7154166666666666,0.7279166666666667,0.8503869047619047,0.7629166666666666,0.7020833333333331,0.018377921968302548,-0.061666666666666536,-0.0954166666666666,0.20638299999999998,0.619149,1.4446809999999999,5.2425533999999985,0.20638299999999998,0.20638299999999998,-24.08085,187.40425,865.06384,22.680695,0.9643245674999998,0.0,11.300002,33.900006,79.10001399999999,158.20002800000003,27.9895,23.0395,25.514499999999998,4.949999999999999,0.49999999999999994,0.8660254037844387,0.3204232733919111,0.9472744722987169,0.6475000000000003,0,1.145,1.0745833333333328,1.01125,0.9737500000000002,0.9041666666666665,0.8800000000000003,0.82125,0.7629166666666666,0.7362500000000001,0.7145833333333331,0.7354166666666669,0.7291666666666665,0.7150000000000003,0.7020833333333331
2015-01-20,0.6475000000000003,0.694861111111111,0.7142857142857143,0.8162797619047619,0.7362500000000001,0.6675,0.022324841008999376,-0.0675,-0.08874999999999977,0.20638299999999998,0.619149,1.4446809999999999,4.906383199999999,0.20638299999999998,0.20638299999999998,-24.08085,187.40425,865.06384,22.680695,0.9354309475000003,0.0,11.300002,33.900006,79.10001399999999,158.20002800000003,27.9895,23.0395,25.514499999999998,4.949999999999999,0.49999999999999994,0.8660254037844387,0.33663728424691025,0.9416343976591259,0.6400000000000002,0,1.0745833333333328,1.01125,0.9737500000000002,0.9041666666666665,0.8800000000000003,0.82125,0.7629166666666666,0.7362500000000001,0.7145833333333331,0.7354166666666669,0.7291666666666665,0.7150000000000003,0.7020833333333331,0.6675
2015-01-21,0.6400000000000002,0.6723611111111111,0.7016071428571429,0.7857738095238096,0.7354166666666669,0.6475000000000003,0.03009857199737517,-0.062083333333332824,-0.07458333333333289,0.20638299999999998,0.619149,1.4446809999999999,4.570212999999998,0.20638299999999998,0.20638299999999998,-24.08085,187.40425,865.06384,22.680695,0.9245958400000003,0.0,11.300002,33.900006,79.10001399999999,158.20002800000003,27.9895,23.0395,25.514499999999998,4.949999999999999,0.49999999999999994,0.8660254037844387,0.3527520865490948,0.9357168190404936,0.61625,0,1.01125,0.9737500000000002,0.9041666666666665,0.8800000000000003,0.82125,0.7629166666666666,0.7362500000000001,0.7145833333333331,0.7354166666666669,0.7291666666666665,0.7150000000000003,0.7020833333333331,0.6675,0.6475000000000003
2015-01-22,0.61625,0.6516666666666668,0.6909523809523811,0.7592559523809524,0.7354166666666669,0.6400000000000002,0.03620153731341905,-0.05125000000000002,-0.11916666666666698,2.2843326363636365,0.619149,1.4446809999999999,4.234042799999998,0.20638299999999998,0.20638299999999998,-2.925532999999998,32.61702,694.3192,91.14902,0.8902846662499999,0.0,11.300002,33.900006,79.10001399999999,158.20002800000003,27.9895,23.0395,25.514499999999998,4.949999999999999,0.49999999999999994,0.8660254037844387,0.3687629311922601,0.9295234803804003,0.3512499999999999,0,0.9737500000000002,0.9041666666666665,0.8800000000000003,0.82125,0.7629166666666666,0.7362500000000001,0.7145833333333331,0.7354166666666669,0.7291666666666665,0.7150000000000003,0.7020833333333331,0.6675,0.6475000000000003,0.6400000000000002
2015-01-23,0.3512499999999999,0.6345833333333335,0.6739285714285714,0.7337202380952382,0.7291666666666665,0.61625,0.03918556860437357,-0.2962500000000004,-0.3779166666666666,2.2843326363636365,2.6970986363636364,3.5226306363636364,5.975822236363635,0.5032329480519481,2.2843326363636365,-2.925532999999998,32.61702,694.3192,91.14902,1.2373240110227268,0.0,11.300002,33.900006,79.10001399999999,158.20002800000003,27.9895,23.0395,25.514499999999998,4.949999999999999,0.49999999999999994,0.8660254037844387,0.3846650997070012,0.9230562068841761,0.3891666666666667,0,0.9041666666666665,0.8800000000000003,0.82125,0.7629166666666666,0.7362500000000001,0.7145833333333331,0.7354166666666669,0.7291666666666665,0.7150000000000003,0.7020833333333331,0.6675,0.6475000000000003,0.6400000000000002,0.61625
2015-01-24,0.3891666666666667,0.5358333333333333,0.6199404761904762,0.6942261904761907,0.7150000000000003,0.3512499999999999,0.11427771549389415,-0.2508333333333335,-0.3258333333333336,2.2843326363636365,4.775048272727273,5.600580272727273,7.717601672727272,0.800082896103896,2.2843326363636365,-2.925532999999998,32.61702,694.3192,91.14902,2.179559156136364,0.0,11.300002,33.900006,79.10001399999999,158.20002800000003,27.9895,23.0395,25.514499999999998,4.949999999999999,0.49999999999999994,0.8660254037844387,0.40045390565126643,0.9163169044870048,0.4091666666666666,0,0.8800000000000003,0.82125,0.7629166666666666,0.7362500000000001,0.7145833333333331,0.7354166666666669,0.7291666666666665,0.7150000000000003,0.7020833333333331,0.6675,0.6475000000000003,0.6400000000000002,0.61625,0.3512499999999999
2015-01-25,0.4091666666666666,0.45222222222222214,0.5733928571428571,0.6591666666666667,0.7020833333333331,0.3512499999999999,0.1311864790679643,-0.20708333333333334,-0.29291666666666644,2.2843326363636365,6.8529979090909094,7.678529909090909,9.45938110909091,1.0969328441558441,2.2843326363636365,-2.925532999999998,32.61702,694.3192,91.14902,3.14179848780303,0.0,11.300002,33.900006,79.10001399999999,158.20002800000003,27.9895,23.0395,25.514499999999998,4.949999999999999,0.49999999999999994,0.8660254037844387,0.41612469599147445,0.9093075592922358,0.4370833333333333,0,0.82125,0.7629166666666666,0.7362500000000001,0.7145833333333331,0.7354166666666669,0.7291666666666665,0.7150000000000003,0.7020833333333331,0.6675,0.6475000000000003,0.6400000000000002,0.61625,0.3512499999999999,0.3891666666666667
